area,item,year,value_tonnes
Portugal,"Cheese from milk of buffalo, fresh or processed",2012,5170.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2013,5420.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2014,5340.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2015,5760.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2016,5930.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2017,6040.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2018,7770.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2019,6650.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2020,6520.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2021,6260.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2022,7140.0
Portugal,"Cheese from milk of buffalo, fresh or processed",2023,7320.0
Portugal,"Cheese from milk of goats, fresh or processed",1961,1200.0
Portugal,"Cheese from milk of goats, fresh or processed",1962,1158.0
Portugal,"Cheese from milk of goats, fresh or processed",1963,1116.0
Portugal,"Cheese from milk of goats, fresh or processed",1964,1073.0
Portugal,"Cheese from milk of goats, fresh or processed",1965,1166.0
Portugal,"Cheese from milk of goats, fresh or processed",1966,1177.0
Portugal,"Cheese from milk of goats, fresh or processed",1967,1095.0
Portugal,"Cheese from milk of goats, fresh or processed",1968,1054.0
Portugal,"Cheese from milk of goats, fresh or processed",1969,1017.0
Portugal,"Cheese from milk of goats, fresh or processed",1970,1054.0
Portugal,"Cheese from milk of goats, fresh or processed",1971,1449.0
Portugal,"Cheese from milk of goats, fresh or processed",1972,1481.0
Portugal,"Cheese from milk of goats, fresh or processed",1973,1499.0
Portugal,"Cheese from milk of goats, fresh or processed",1974,1517.0
Portugal,"Cheese from milk of goats, fresh or processed",1975,1481.0
Portugal,"Cheese from milk of goats, fresh or processed",1976,1464.0
Portugal,"Cheese from milk of goats, fresh or processed",1977,1480.0
Portugal,"Cheese from milk of goats, fresh or processed",1978,1499.0
Portugal,"Cheese from milk of goats, fresh or processed",1979,1516.0
Portugal,"Cheese from milk of goats, fresh or processed",1980,1529.0
Portugal,"Cheese from milk of goats, fresh or processed",1981,1475.0
Portugal,"Cheese from milk of goats, fresh or processed",1982,1508.0
Portugal,"Cheese from milk of goats, fresh or processed",1983,1526.0
Portugal,"Cheese from milk of goats, fresh or processed",1984,1541.0
Portugal,"Cheese from milk of goats, fresh or processed",1985,1560.0
Portugal,"Cheese from milk of goats, fresh or processed",1986,1523.0
Portugal,"Cheese from milk of goats, fresh or processed",1987,1693.0
Portugal,"Cheese from milk of goats, fresh or processed",1988,1722.0
Portugal,"Cheese from milk of goats, fresh or processed",1989,1746.0
Portugal,"Cheese from milk of goats, fresh or processed",1990,1764.0
Portugal,"Cheese from milk of goats, fresh or processed",1991,1782.0
Portugal,"Cheese from milk of goats, fresh or processed",1992,1824.0
Portugal,"Cheese from milk of goats, fresh or processed",1993,1827.0
Portugal,"Cheese from milk of goats, fresh or processed",1994,1791.0
Portugal,"Cheese from milk of goats, fresh or processed",1995,1775.0
Portugal,"Cheese from milk of goats, fresh or processed",1996,1737.0
Portugal,"Cheese from milk of goats, fresh or processed",1997,1746.0
Portugal,"Cheese from milk of goats, fresh or processed",1998,1713.0
Portugal,"Cheese from milk of goats, fresh or processed",1999,1433.0
Portugal,"Cheese from milk of goats, fresh or processed",2000,1422.0
Portugal,"Cheese from milk of goats, fresh or processed",2001,1295.0
Portugal,"Cheese from milk of goats, fresh or processed",2002,1230.0
Portugal,"Cheese from milk of goats, fresh or processed",2003,1189.0
Portugal,"Cheese from milk of goats, fresh or processed",2004,1717.0
Portugal,"Cheese from milk of goats, fresh or processed",2005,1753.0
Portugal,"Cheese from milk of goats, fresh or processed",2006,1715.0
Portugal,"Cheese from milk of goats, fresh or processed",2007,1629.0
Portugal,"Cheese from milk of goats, fresh or processed",2008,1650.0
Portugal,"Cheese from milk of goats, fresh or processed",2009,1619.0
Portugal,"Cheese from milk of goats, fresh or processed",2010,1570.0
Portugal,"Cheese from milk of goats, fresh or processed",2011,1740.0
Portugal,"Cheese from milk of goats, fresh or processed",2012,1970.0
Portugal,"Cheese from milk of goats, fresh or processed",2013,2610.0
Portugal,"Cheese from milk of goats, fresh or processed",2014,2600.0
Portugal,"Cheese from milk of goats, fresh or processed",2015,2480.0
Portugal,"Cheese from milk of goats, fresh or processed",2016,2360.0
Portugal,"Cheese from milk of goats, fresh or processed",2017,2770.0
Portugal,"Cheese from milk of goats, fresh or processed",2018,3400.0
Portugal,"Cheese from milk of goats, fresh or processed",2019,3380.0
Portugal,"Cheese from milk of goats, fresh or processed",2020,3300.0
Portugal,"Cheese from milk of goats, fresh or processed",2021,3470.0
Portugal,"Cheese from milk of goats, fresh or processed",2022,3410.0
Portugal,"Cheese from milk of goats, fresh or processed",2023,3320.0
Portugal,"Cheese from milk of sheep, fresh or processed",1961,15995.0
Portugal,"Cheese from milk of sheep, fresh or processed",1962,15933.0
Portugal,"Cheese from milk of sheep, fresh or processed",1963,15921.0
Portugal,"Cheese from milk of sheep, fresh or processed",1964,15928.0
Portugal,"Cheese from milk of sheep, fresh or processed",1965,18006.0
Portugal,"Cheese from milk of sheep, fresh or processed",1966,17417.0
Portugal,"Cheese from milk of sheep, fresh or processed",1967,18246.0
Portugal,"Cheese from milk of sheep, fresh or processed",1968,12851.0
Portugal,"Cheese from milk of sheep, fresh or processed",1969,14862.0
Portugal,"Cheese from milk of sheep, fresh or processed",1970,14315.0
Portugal,"Cheese from milk of sheep, fresh or processed",1971,13475.0
Portugal,"Cheese from milk of sheep, fresh or processed",1972,14434.0
Portugal,"Cheese from milk of sheep, fresh or processed",1973,14778.0
Portugal,"Cheese from milk of sheep, fresh or processed",1974,16104.0
Portugal,"Cheese from milk of sheep, fresh or processed",1975,14793.0
Portugal,"Cheese from milk of sheep, fresh or processed",1976,12407.0
Portugal,"Cheese from milk of sheep, fresh or processed",1977,13027.0
Portugal,"Cheese from milk of sheep, fresh or processed",1978,13354.0
Portugal,"Cheese from milk of sheep, fresh or processed",1979,14005.0
Portugal,"Cheese from milk of sheep, fresh or processed",1980,13679.0
Portugal,"Cheese from milk of sheep, fresh or processed",1981,13185.0
Portugal,"Cheese from milk of sheep, fresh or processed",1982,13287.0
Portugal,"Cheese from milk of sheep, fresh or processed",1983,13620.0
Portugal,"Cheese from milk of sheep, fresh or processed",1984,13892.0
Portugal,"Cheese from milk of sheep, fresh or processed",1985,14230.0
Portugal,"Cheese from milk of sheep, fresh or processed",1986,13553.0
Portugal,"Cheese from milk of sheep, fresh or processed",1987,14196.0
Portugal,"Cheese from milk of sheep, fresh or processed",1988,14285.0
Portugal,"Cheese from milk of sheep, fresh or processed",1989,14364.0
Portugal,"Cheese from milk of sheep, fresh or processed",1990,14651.0
Portugal,"Cheese from milk of sheep, fresh or processed",1991,15434.0
Portugal,"Cheese from milk of sheep, fresh or processed",1992,15523.0
Portugal,"Cheese from milk of sheep, fresh or processed",1993,15730.0
Portugal,"Cheese from milk of sheep, fresh or processed",1994,16200.0
Portugal,"Cheese from milk of sheep, fresh or processed",1995,16883.0
Portugal,"Cheese from milk of sheep, fresh or processed",1996,16038.0
Portugal,"Cheese from milk of sheep, fresh or processed",1997,16201.0
Portugal,"Cheese from milk of sheep, fresh or processed",1998,16119.0
Portugal,"Cheese from milk of sheep, fresh or processed",1999,17350.0
Portugal,"Cheese from milk of sheep, fresh or processed",2000,17322.0
Portugal,"Cheese from milk of sheep, fresh or processed",2001,16602.0
Portugal,"Cheese from milk of sheep, fresh or processed",2002,16211.0
Portugal,"Cheese from milk of sheep, fresh or processed",2003,16360.0
Portugal,"Cheese from milk of sheep, fresh or processed",2004,16453.0
Portugal,"Cheese from milk of sheep, fresh or processed",2005,16592.0
Portugal,"Cheese from milk of sheep, fresh or processed",2006,16026.0
Portugal,"Cheese from milk of sheep, fresh or processed",2007,15387.0
Portugal,"Cheese from milk of sheep, fresh or processed",2008,14752.0
Portugal,"Cheese from milk of sheep, fresh or processed",2009,13679.0
Portugal,"Cheese from milk of sheep, fresh or processed",2010,4250.0
Portugal,"Cheese from milk of sheep, fresh or processed",2011,4360.0
Portugal,"Cheese from milk of sheep, fresh or processed",2012,4700.0
Portugal,"Cheese from milk of sheep, fresh or processed",2013,4520.0
Portugal,"Cheese from milk of sheep, fresh or processed",2014,4710.0
Portugal,"Cheese from milk of sheep, fresh or processed",2015,6070.0
Portugal,"Cheese from milk of sheep, fresh or processed",2016,5020.0
Portugal,"Cheese from milk of sheep, fresh or processed",2017,5570.0
Portugal,"Cheese from milk of sheep, fresh or processed",2018,6370.0
Portugal,"Cheese from milk of sheep, fresh or processed",2019,6610.0
Portugal,"Cheese from milk of sheep, fresh or processed",2020,6030.0
Portugal,"Cheese from milk of sheep, fresh or processed",2021,5380.0
Portugal,"Cheese from milk of sheep, fresh or processed",2022,6520.0
Portugal,"Cheese from milk of sheep, fresh or processed",2023,5770.0
Portugal,Cheese from whole cow milk,1961,4600.0
Portugal,Cheese from whole cow milk,1962,4800.0
Portugal,Cheese from whole cow milk,1963,5400.0
Portugal,Cheese from whole cow milk,1964,5500.0
Portugal,Cheese from whole cow milk,1965,5938.0
Portugal,Cheese from whole cow milk,1966,5604.0
Portugal,Cheese from whole cow milk,1967,5831.0
Portugal,Cheese from whole cow milk,1968,6507.0
Portugal,Cheese from whole cow milk,1969,6675.0
Portugal,Cheese from whole cow milk,1970,7322.0
Portugal,Cheese from whole cow milk,1971,7976.0
Portugal,Cheese from whole cow milk,1972,10636.0
Portugal,Cheese from whole cow milk,1973,13630.0
Portugal,Cheese from whole cow milk,1974,11009.0
Portugal,Cheese from whole cow milk,1975,8059.0
Portugal,Cheese from whole cow milk,1976,11251.0
Portugal,Cheese from whole cow milk,1977,13336.0
Portugal,Cheese from whole cow milk,1978,16188.0
Portugal,Cheese from whole cow milk,1979,19327.0
Portugal,Cheese from whole cow milk,1980,21748.0
Portugal,Cheese from whole cow milk,1981,28849.0
Portugal,Cheese from whole cow milk,1982,29318.0
Portugal,Cheese from whole cow milk,1983,30240.0
Portugal,Cheese from whole cow milk,1984,31530.0
Portugal,Cheese from whole cow milk,1985,32815.0
Portugal,Cheese from whole cow milk,1986,37946.0
Portugal,Cheese from whole cow milk,1987,35275.0
Portugal,Cheese from whole cow milk,1988,33913.0
Portugal,Cheese from whole cow milk,1989,38891.0
Portugal,Cheese from whole cow milk,1990,41541.0
Portugal,Cheese from whole cow milk,1991,46915.0
Portugal,Cheese from whole cow milk,1992,47756.0
Portugal,Cheese from whole cow milk,1993,47312.0
Portugal,Cheese from whole cow milk,1994,46743.0
Portugal,Cheese from whole cow milk,1995,47474.0
Portugal,Cheese from whole cow milk,1996,48526.0
Portugal,Cheese from whole cow milk,1997,50438.0
Portugal,Cheese from whole cow milk,1998,52599.0
Portugal,Cheese from whole cow milk,1999,54971.0
Portugal,Cheese from whole cow milk,2000,57530.0
Portugal,Cheese from whole cow milk,2001,58627.0
Portugal,Cheese from whole cow milk,2002,58906.0
Portugal,Cheese from whole cow milk,2003,57431.0
Portugal,Cheese from whole cow milk,2004,57268.0
Portugal,Cheese from whole cow milk,2005,56626.0
Portugal,Cheese from whole cow milk,2006,55431.0
Portugal,Cheese from whole cow milk,2007,58431.0
Portugal,Cheese from whole cow milk,2008,55709.0
Portugal,Cheese from whole cow milk,2009,53694.0
Portugal,Cheese from whole cow milk,2010,58040.0
Portugal,Cheese from whole cow milk,2011,60470.0
Portugal,Cheese from whole cow milk,2012,60050.0
Portugal,Cheese from whole cow milk,2013,57390.0
Portugal,Cheese from whole cow milk,2014,60720.0
Portugal,Cheese from whole cow milk,2015,59030.0
Portugal,Cheese from whole cow milk,2016,61720.0
Portugal,Cheese from whole cow milk,2017,64250.0
Portugal,Cheese from whole cow milk,2018,62600.0
Portugal,Cheese from whole cow milk,2019,67840.0
Portugal,Cheese from whole cow milk,2020,64890.0
Portugal,Cheese from whole cow milk,2021,68530.0
Portugal,Cheese from whole cow milk,2022,69780.0
Portugal,Cheese from whole cow milk,2023,65600.0
Romania,"Cheese from milk of buffalo, fresh or processed",2010,1890.0
Romania,"Cheese from milk of buffalo, fresh or processed",2011,20.0
Romania,"Cheese from milk of buffalo, fresh or processed",2012,4730.0
Romania,"Cheese from milk of buffalo, fresh or processed",2013,4340.0
Romania,"Cheese from milk of buffalo, fresh or processed",2014,4860.0
Romania,"Cheese from milk of buffalo, fresh or processed",2015,8410.0
Romania,"Cheese from milk of buffalo, fresh or processed",2016,9460.0
Romania,"Cheese from milk of buffalo, fresh or processed",2017,6390.0
Romania,"Cheese from milk of buffalo, fresh or processed",2018,9840.0
Romania,"Cheese from milk of buffalo, fresh or processed",2019,8960.0
Romania,"Cheese from milk of buffalo, fresh or processed",2020,5210.0
Romania,"Cheese from milk of buffalo, fresh or processed",2021,2750.0
Romania,"Cheese from milk of buffalo, fresh or processed",2022,2660.0
Romania,"Cheese from milk of buffalo, fresh or processed",2023,2760.0
Romania,"Cheese from milk of goats, fresh or processed",2010,160.0
Romania,"Cheese from milk of goats, fresh or processed",2011,150.0
Romania,"Cheese from milk of goats, fresh or processed",2013,670.0
Romania,"Cheese from milk of goats, fresh or processed",2014,1310.0
Romania,"Cheese from milk of goats, fresh or processed",2015,1180.0
Romania,"Cheese from milk of goats, fresh or processed",2016,1210.0
Romania,"Cheese from milk of goats, fresh or processed",2017,1830.0
Romania,"Cheese from milk of goats, fresh or processed",2018,1470.0
Romania,"Cheese from milk of goats, fresh or processed",2019,840.0
Romania,"Cheese from milk of goats, fresh or processed",2020,1610.0
Romania,"Cheese from milk of goats, fresh or processed",2021,1010.0
Romania,"Cheese from milk of goats, fresh or processed",2022,1010.0
Romania,"Cheese from milk of goats, fresh or processed",2023,2000.0
Romania,"Cheese from milk of sheep, fresh or processed",1961,12300.0
Romania,"Cheese from milk of sheep, fresh or processed",1962,11250.0
Romania,"Cheese from milk of sheep, fresh or processed",1963,10500.0
Romania,"Cheese from milk of sheep, fresh or processed",1964,11100.0
Romania,"Cheese from milk of sheep, fresh or processed",1965,11400.0
Romania,"Cheese from milk of sheep, fresh or processed",1966,12600.0
Romania,"Cheese from milk of sheep, fresh or processed",1967,12450.0
Romania,"Cheese from milk of sheep, fresh or processed",1968,11700.0
Romania,"Cheese from milk of sheep, fresh or processed",1969,10800.0
Romania,"Cheese from milk of sheep, fresh or processed",1970,10800.0
Romania,"Cheese from milk of sheep, fresh or processed",1971,11250.0
Romania,"Cheese from milk of sheep, fresh or processed",1972,12000.0
Romania,"Cheese from milk of sheep, fresh or processed",1973,11700.0
Romania,"Cheese from milk of sheep, fresh or processed",1974,11100.0
Romania,"Cheese from milk of sheep, fresh or processed",1975,10500.0
Romania,"Cheese from milk of sheep, fresh or processed",1976,10800.0
Romania,"Cheese from milk of sheep, fresh or processed",1977,10800.0
Romania,"Cheese from milk of sheep, fresh or processed",1978,10500.0
Romania,"Cheese from milk of sheep, fresh or processed",1979,10800.0
Romania,"Cheese from milk of sheep, fresh or processed",1980,10500.0
Romania,"Cheese from milk of sheep, fresh or processed",1981,9900.0
Romania,"Cheese from milk of sheep, fresh or processed",1982,10500.0
Romania,"Cheese from milk of sheep, fresh or processed",1983,10950.0
Romania,"Cheese from milk of sheep, fresh or processed",1984,12000.0
Romania,"Cheese from milk of sheep, fresh or processed",1985,12000.0
Romania,"Cheese from milk of sheep, fresh or processed",1986,12300.0
Romania,"Cheese from milk of sheep, fresh or processed",1987,12450.0
Romania,"Cheese from milk of sheep, fresh or processed",1988,13200.0
Romania,"Cheese from milk of sheep, fresh or processed",1989,12600.0
Romania,"Cheese from milk of sheep, fresh or processed",1990,12150.0
Romania,"Cheese from milk of sheep, fresh or processed",1991,13200.0
Romania,"Cheese from milk of sheep, fresh or processed",1992,12000.0
Romania,"Cheese from milk of sheep, fresh or processed",1993,12000.0
Romania,"Cheese from milk of sheep, fresh or processed",1994,11550.0
Romania,"Cheese from milk of sheep, fresh or processed",1995,11700.0
Romania,"Cheese from milk of sheep, fresh or processed",1996,11250.0
Romania,"Cheese from milk of sheep, fresh or processed",1997,11400.0
Romania,"Cheese from milk of sheep, fresh or processed",1998,12000.0
Romania,"Cheese from milk of sheep, fresh or processed",1999,11400.0
Romania,"Cheese from milk of sheep, fresh or processed",2000,12000.0
Romania,"Cheese from milk of sheep, fresh or processed",2001,10500.0
Romania,"Cheese from milk of sheep, fresh or processed",2002,17100.0
Romania,"Cheese from milk of sheep, fresh or processed",2003,19500.0
Romania,"Cheese from milk of sheep, fresh or processed",2004,21000.0
Romania,"Cheese from milk of sheep, fresh or processed",2005,24000.0
Romania,"Cheese from milk of sheep, fresh or processed",2006,24000.0
Romania,"Cheese from milk of sheep, fresh or processed",2007,24000.0
Romania,"Cheese from milk of sheep, fresh or processed",2008,24000.0
Romania,"Cheese from milk of sheep, fresh or processed",2009,24000.0
Romania,"Cheese from milk of sheep, fresh or processed",2010,1530.0
Romania,"Cheese from milk of sheep, fresh or processed",2011,1320.0
Romania,"Cheese from milk of sheep, fresh or processed",2012,1900.0
Romania,"Cheese from milk of sheep, fresh or processed",2013,2710.0
Romania,"Cheese from milk of sheep, fresh or processed",2014,4100.0
Romania,"Cheese from milk of sheep, fresh or processed",2015,2930.0
Romania,"Cheese from milk of sheep, fresh or processed",2016,3180.0
Romania,"Cheese from milk of sheep, fresh or processed",2017,5800.0
Romania,"Cheese from milk of sheep, fresh or processed",2018,3370.0
Romania,"Cheese from milk of sheep, fresh or processed",2019,3850.0
Romania,"Cheese from milk of sheep, fresh or processed",2020,5320.0
Romania,"Cheese from milk of sheep, fresh or processed",2021,3630.0
Romania,"Cheese from milk of sheep, fresh or processed",2022,3510.0
Romania,"Cheese from milk of sheep, fresh or processed",2023,3360.0
Romania,Cheese from whole cow milk,1961,40939.0
Romania,Cheese from whole cow milk,1962,45405.0
Romania,Cheese from whole cow milk,1963,43232.0
Romania,Cheese from whole cow milk,1964,55301.0
Romania,Cheese from whole cow milk,1965,53061.0
Romania,Cheese from whole cow milk,1966,54240.0
Romania,Cheese from whole cow milk,1967,53062.0
Romania,Cheese from whole cow milk,1968,58863.0
Romania,Cheese from whole cow milk,1969,67545.0
Romania,Cheese from whole cow milk,1970,68178.0
Romania,Cheese from whole cow milk,1971,70049.0
Romania,Cheese from whole cow milk,1972,80056.0
Romania,Cheese from whole cow milk,1973,94346.0
Romania,Cheese from whole cow milk,1974,95129.0
Romania,Cheese from whole cow milk,1975,95926.0
Romania,Cheese from whole cow milk,1976,115064.0
Romania,Cheese from whole cow milk,1977,123418.0
Romania,Cheese from whole cow milk,1978,122853.0
Romania,Cheese from whole cow milk,1979,127200.0
Romania,Cheese from whole cow milk,1980,112870.0
Romania,Cheese from whole cow milk,1981,115000.0
Romania,Cheese from whole cow milk,1982,112000.0
Romania,Cheese from whole cow milk,1983,90000.0
Romania,Cheese from whole cow milk,1984,95000.0
Romania,Cheese from whole cow milk,1985,87356.0
Romania,Cheese from whole cow milk,1986,84416.0
Romania,Cheese from whole cow milk,1987,79042.0
Romania,Cheese from whole cow milk,1988,72610.0
Romania,Cheese from whole cow milk,1989,81604.0
Romania,Cheese from whole cow milk,1990,93600.0
Romania,Cheese from whole cow milk,1991,71100.0
Romania,Cheese from whole cow milk,1992,49400.0
Romania,Cheese from whole cow milk,1993,50000.0
Romania,Cheese from whole cow milk,1994,47000.0
Romania,Cheese from whole cow milk,1995,50600.0
Romania,Cheese from whole cow milk,1996,47600.0
Romania,Cheese from whole cow milk,1997,30400.0
Romania,Cheese from whole cow milk,1998,35820.0
Romania,Cheese from whole cow milk,1999,31000.0
Romania,Cheese from whole cow milk,2000,29151.0
Romania,Cheese from whole cow milk,2001,28244.0
Romania,Cheese from whole cow milk,2002,26000.0
Romania,Cheese from whole cow milk,2003,29500.0
Romania,Cheese from whole cow milk,2004,32000.0
Romania,Cheese from whole cow milk,2005,37000.0
Romania,Cheese from whole cow milk,2006,43000.0
Romania,Cheese from whole cow milk,2007,63470.0
Romania,Cheese from whole cow milk,2008,65510.0
Romania,Cheese from whole cow milk,2009,64850.0
Romania,Cheese from whole cow milk,2010,60390.0
Romania,Cheese from whole cow milk,2011,59080.0
Romania,Cheese from whole cow milk,2012,60230.0
Romania,Cheese from whole cow milk,2013,62760.0
Romania,Cheese from whole cow milk,2014,64380.0
Romania,Cheese from whole cow milk,2015,69140.0
Romania,Cheese from whole cow milk,2016,73730.0
Romania,Cheese from whole cow milk,2017,77050.0
Romania,Cheese from whole cow milk,2018,81560.0
Romania,Cheese from whole cow milk,2019,82750.0
Romania,Cheese from whole cow milk,2020,85210.0
Romania,Cheese from whole cow milk,2021,91430.0
Romania,Cheese from whole cow milk,2022,95610.0
Romania,Cheese from whole cow milk,2023,94320.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2010,3010.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2011,3340.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2012,3520.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2013,3940.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2014,3750.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2015,4150.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2016,4370.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2017,4150.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2018,4290.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2019,4360.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2020,4740.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2021,4400.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2022,4140.0
Slovakia,"Cheese from milk of buffalo, fresh or processed",2023,4360.0
Slovakia,"Cheese from milk of goats, fresh or processed",1993,500.0
Slovakia,"Cheese from milk of goats, fresh or processed",1994,549.0
Slovakia,"Cheese from milk of goats, fresh or processed",1995,563.0
Slovakia,"Cheese from milk of goats, fresh or processed",1996,580.0
Slovakia,"Cheese from milk of goats, fresh or processed",1997,600.0
Slovakia,"Cheese from milk of goats, fresh or processed",1998,700.0
Slovakia,"Cheese from milk of goats, fresh or processed",1999,960.0
Slovakia,"Cheese from milk of goats, fresh or processed",2000,960.0
Slovakia,"Cheese from milk of goats, fresh or processed",2001,960.0
Slovakia,"Cheese from milk of goats, fresh or processed",2002,800.0
Slovakia,"Cheese from milk of goats, fresh or processed",2003,790.0
Slovakia,"Cheese from milk of goats, fresh or processed",2004,785.0
Slovakia,"Cheese from milk of goats, fresh or processed",2005,785.0
Slovakia,"Cheese from milk of goats, fresh or processed",2006,725.0
Slovakia,"Cheese from milk of goats, fresh or processed",2007,710.0
Slovakia,"Cheese from milk of goats, fresh or processed",2008,700.0
Slovakia,"Cheese from milk of goats, fresh or processed",2009,685.0
Slovakia,"Cheese from milk of goats, fresh or processed",2010,680.0
Slovakia,"Cheese from milk of goats, fresh or processed",2011,0.0
Slovakia,"Cheese from milk of goats, fresh or processed",2012,555.0
Slovakia,"Cheese from milk of goats, fresh or processed",2013,565.0
Slovakia,"Cheese from milk of goats, fresh or processed",2014,577.47
Slovakia,"Cheese from milk of goats, fresh or processed",2015,570.41
Slovakia,"Cheese from milk of goats, fresh or processed",2016,757.29
Slovakia,"Cheese from milk of goats, fresh or processed",2017,751.01
Slovakia,"Cheese from milk of goats, fresh or processed",2018,768.95
Slovakia,"Cheese from milk of goats, fresh or processed",2019,30.9
Slovakia,"Cheese from milk of goats, fresh or processed",2020,40.62
Slovakia,"Cheese from milk of goats, fresh or processed",2021,29.14
Slovakia,"Cheese from milk of goats, fresh or processed",2022,16.78
Slovakia,"Cheese from milk of goats, fresh or processed",2023,22.07
Slovakia,"Cheese from milk of sheep, fresh or processed",1993,1900.0
Slovakia,"Cheese from milk of sheep, fresh or processed",1994,2020.0
Slovakia,"Cheese from milk of sheep, fresh or processed",1995,2132.0
Slovakia,"Cheese from milk of sheep, fresh or processed",1996,2006.0
Slovakia,"Cheese from milk of sheep, fresh or processed",1997,2029.0
Slovakia,"Cheese from milk of sheep, fresh or processed",1998,2050.0
Slovakia,"Cheese from milk of sheep, fresh or processed",1999,2200.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2000,2200.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2001,2100.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2002,2100.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2003,1779.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2004,2466.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2005,3658.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2006,3618.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2007,3623.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2008,4047.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2009,3338.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2010,730.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2011,630.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2012,700.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2013,690.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2014,960.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2015,610.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2016,540.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2017,630.0
Slovakia,"Cheese from milk of sheep, fresh or processed",2018,3394.77
Slovakia,"Cheese from milk of sheep, fresh or processed",2019,3302.25
Slovakia,"Cheese from milk of sheep, fresh or processed",2020,3388.52
Slovakia,"Cheese from milk of sheep, fresh or processed",2021,3403.4
Slovakia,"Cheese from milk of sheep, fresh or processed",2022,3471.82
Slovakia,"Cheese from milk of sheep, fresh or processed",2023,3632.47
Slovakia,Cheese from skimmed cow milk,2007,40.0
Slovakia,Cheese from whole cow milk,1993,32000.0
Slovakia,Cheese from whole cow milk,1994,34800.0
Slovakia,Cheese from whole cow milk,1995,35900.0
Slovakia,Cheese from whole cow milk,1996,39000.0
Slovakia,Cheese from whole cow milk,1997,42800.0
Slovakia,Cheese from whole cow milk,1998,51540.0
Slovakia,Cheese from whole cow milk,1999,51793.0
Slovakia,Cheese from whole cow milk,2000,51304.0
Slovakia,Cheese from whole cow milk,2001,54903.0
Slovakia,Cheese from whole cow milk,2002,54072.0
Slovakia,Cheese from whole cow milk,2003,53274.0
Slovakia,Cheese from whole cow milk,2004,48361.0
Slovakia,Cheese from whole cow milk,2005,65584.0
Slovakia,Cheese from whole cow milk,2006,71601.0
Slovakia,Cheese from whole cow milk,2007,68585.0
Slovakia,Cheese from whole cow milk,2008,63788.0
Slovakia,Cheese from whole cow milk,2009,56699.0
Slovakia,Cheese from whole cow milk,2010,25130.0
Slovakia,Cheese from whole cow milk,2011,26690.0
Slovakia,Cheese from whole cow milk,2012,27890.0
Slovakia,Cheese from whole cow milk,2013,28290.0
Slovakia,Cheese from whole cow milk,2014,28570.0
Slovakia,Cheese from whole cow milk,2015,31000.0
Slovakia,Cheese from whole cow milk,2016,33380.0
Slovakia,Cheese from whole cow milk,2017,35520.0
Slovakia,Cheese from whole cow milk,2018,37680.0
Slovakia,Cheese from whole cow milk,2019,38350.0
Slovakia,Cheese from whole cow milk,2020,33140.43
Slovakia,Cheese from whole cow milk,2021,39250.0
Slovakia,Cheese from whole cow milk,2022,37540.0
Slovakia,Cheese from whole cow milk,2023,37130.0
Slovenia,"Cheese from milk of buffalo, fresh or processed",2011,0.0
Slovenia,"Cheese from milk of buffalo, fresh or processed",2013,0.0
Slovenia,"Cheese from milk of buffalo, fresh or processed",2015,0.0
Slovenia,"Cheese from milk of buffalo, fresh or processed",2016,0.0
